SRS QCM200 Data File
Data Taken on 03.05.2023 at 10:54:21
Tag Definitions
Zero Rel F        = 1
Zero Rel R        = 2
Zero Rel F and R  = 3
User Tag          = 4
Begining of File  = 5

Notes:


Frequency	Resistance	Delta F	Delta R	Delta Mass	Time (s)	Tag
+05.004208300E+6	+03.308300E+2	-01.190000E+1	+05.090000E+0	+02.102473E-1	+04.134651E+3	0
+05.004208300E+6	+03.308400E+2	-01.190000E+1	+05.100000E+0	+02.102473E-1	+04.135723E+3	0
+05.004208300E+6	+03.308500E+2	-01.190000E+1	+05.110000E+0	+02.102473E-1	+04.136792E+3	0
+05.004208400E+6	+03.308600E+2	-01.180000E+1	+05.120000E+0	+02.084806E-1	+04.137874E+3	0
+05.004208300E+6	+03.308700E+2	-01.190000E+1	+05.130000E+0	+02.102473E-1	+04.138944E+3	0
+05.004208400E+6	+03.308800E+2	-01.180000E+1	+05.140000E+0	+02.084806E-1	+04.140017E+3	0
+05.004208400E+6	+03.308900E+2	-01.180000E+1	+05.150000E+0	+02.084806E-1	+04.141086E+3	0
+05.004208400E+6	+03.309100E+2	-01.180000E+1	+05.170000E+0	+02.084806E-1	+04.142168E+3	0
+05.004208400E+6	+03.309200E+2	-01.180000E+1	+05.180000E+0	+02.084806E-1	+04.143238E+3	0
+05.004208400E+6	+03.309300E+2	-01.180000E+1	+05.190000E+0	+02.084806E-1	+04.144320E+3	0
+05.004208300E+6	+03.309300E+2	-01.190000E+1	+05.190000E+0	+02.102473E-1	+04.145392E+3	0
+05.004208400E+6	+03.309400E+2	-01.180000E+1	+05.200000E+0	+02.084806E-1	+04.146470E+3	0
+05.004208400E+6	+03.309400E+2	-01.180000E+1	+05.200000E+0	+02.084806E-1	+04.147547E+3	0
+05.004208400E+6	+03.309500E+2	-01.180000E+1	+05.210000E+0	+02.084806E-1	+04.148618E+3	0
+05.004208500E+6	+03.309500E+2	-01.170000E+1	+05.210000E+0	+02.067138E-1	+04.149691E+3	0
+05.004208500E+6	+03.309600E+2	-01.170000E+1	+05.220000E+0	+02.067138E-1	+04.150763E+3	0
+05.004208600E+6	+03.309600E+2	-01.160000E+1	+05.220000E+0	+02.049470E-1	+04.151843E+3	0
+05.004208600E+6	+03.309700E+2	-01.160000E+1	+05.230000E+0	+02.049470E-1	+04.152925E+3	0
+05.004208600E+6	+03.309700E+2	-01.160000E+1	+05.230000E+0	+02.049470E-1	+04.153991E+3	0
+05.004208600E+6	+03.309800E+2	-01.160000E+1	+05.240000E+0	+02.049470E-1	+04.155069E+3	0
+05.004208700E+6	+03.309800E+2	-01.150000E+1	+05.240000E+0	+02.031802E-1	+04.156140E+3	0
+05.004208700E+6	+03.309700E+2	-01.150000E+1	+05.230000E+0	+02.031802E-1	+04.157217E+3	0
+05.004208800E+6	+03.309700E+2	-01.140000E+1	+05.230000E+0	+02.014134E-1	+04.158285E+3	0
+05.004208800E+6	+03.309600E+2	-01.140000E+1	+05.220000E+0	+02.014134E-1	+04.159368E+3	0
+05.004208800E+6	+03.309600E+2	-01.140000E+1	+05.220000E+0	+02.014134E-1	+04.160435E+3	0
+05.004208800E+6	+03.309500E+2	-01.140000E+1	+05.210000E+0	+02.014134E-1	+04.161513E+3	0
+05.004208800E+6	+03.309300E+2	-01.140000E+1	+05.190000E+0	+02.014134E-1	+04.162583E+3	0
+05.004208800E+6	+03.309300E+2	-01.140000E+1	+05.190000E+0	+02.014134E-1	+04.163656E+3	0
+05.004208800E+6	+03.309400E+2	-01.140000E+1	+05.200000E+0	+02.014134E-1	+04.164738E+3	0
+05.004208900E+6	+03.309500E+2	-01.130000E+1	+05.210000E+0	+01.996466E-1	+04.165819E+3	0
+05.004208900E+6	+03.309600E+2	-01.130000E+1	+05.220000E+0	+01.996466E-1	+04.166889E+3	0
+05.004208900E+6	+03.309700E+2	-01.130000E+1	+05.230000E+0	+01.996466E-1	+04.167958E+3	0
+05.004208900E+6	+03.309800E+2	-01.130000E+1	+05.240000E+0	+01.996466E-1	+04.169027E+3	0
+05.004208900E+6	+03.309800E+2	-01.130000E+1	+05.240000E+0	+01.996466E-1	+04.170103E+3	0
+05.004209000E+6	+03.309900E+2	-01.120000E+1	+05.250000E+0	+01.978799E-1	+04.171183E+3	0
+05.004209000E+6	+03.309800E+2	-01.120000E+1	+05.240000E+0	+01.978799E-1	+04.172255E+3	0
+05.004209000E+6	+03.309900E+2	-01.120000E+1	+05.250000E+0	+01.978799E-1	+04.173336E+3	0
+05.004209000E+6	+03.309900E+2	-01.120000E+1	+05.250000E+0	+01.978799E-1	+04.174399E+3	0
+05.004209000E+6	+03.310000E+2	-01.120000E+1	+05.260000E+0	+01.978799E-1	+04.175480E+3	0
+05.004209000E+6	+03.310000E+2	-01.120000E+1	+05.260000E+0	+01.978799E-1	+04.176550E+3	0
+05.004209000E+6	+03.310100E+2	-01.120000E+1	+05.270000E+0	+01.978799E-1	+04.177621E+3	0
+05.004209000E+6	+03.310100E+2	-01.120000E+1	+05.270000E+0	+01.978799E-1	+04.178707E+3	0
+05.004209100E+6	+03.310200E+2	-01.110000E+1	+05.280000E+0	+01.961131E-1	+04.179773E+3	0
+05.004209000E+6	+03.310200E+2	-01.120000E+1	+05.280000E+0	+01.978799E-1	+04.180850E+3	0
+05.004209100E+6	+03.310300E+2	-01.110000E+1	+05.290000E+0	+01.961131E-1	+04.181931E+3	0
+05.004209100E+6	+03.310400E+2	-01.110000E+1	+05.300000E+0	+01.961131E-1	+04.183000E+3	0
+05.004209100E+6	+03.310400E+2	-01.110000E+1	+05.300000E+0	+01.961131E-1	+04.184082E+3	0
+05.004209200E+6	+03.310400E+2	-01.100000E+1	+05.300000E+0	+01.943463E-1	+04.185150E+3	0
+05.004209200E+6	+03.310200E+2	-01.100000E+1	+05.280000E+0	+01.943463E-1	+04.186222E+3	0
+05.004209300E+6	+03.310200E+2	-01.090000E+1	+05.280000E+0	+01.925795E-1	+04.187299E+3	0
+05.004209300E+6	+03.310300E+2	-01.090000E+1	+05.290000E+0	+01.925795E-1	+04.188378E+3	0
+05.004209300E+6	+03.310200E+2	-01.090000E+1	+05.280000E+0	+01.925795E-1	+04.189450E+3	0
+05.004209300E+6	+03.310100E+2	-01.090000E+1	+05.270000E+0	+01.925795E-1	+04.190535E+3	0
+05.004209400E+6	+03.310000E+2	-01.080000E+1	+05.260000E+0	+01.908127E-1	+04.191602E+3	0
+05.004209400E+6	+03.310000E+2	-01.080000E+1	+05.260000E+0	+01.908127E-1	+04.192675E+3	0
+05.004209400E+6	+03.310100E+2	-01.080000E+1	+05.270000E+0	+01.908127E-1	+04.193750E+3	0
+05.004209500E+6	+03.310200E+2	-01.070000E+1	+05.280000E+0	+01.890459E-1	+04.194833E+3	0
+05.004209500E+6	+03.310200E+2	-01.070000E+1	+05.280000E+0	+01.890459E-1	+04.195906E+3	0
+05.004209400E+6	+03.310200E+2	-01.080000E+1	+05.280000E+0	+01.908127E-1	+04.196985E+3	0
+05.004209400E+6	+03.310300E+2	-01.080000E+1	+05.290000E+0	+01.908127E-1	+04.198060E+3	0
+05.004209500E+6	+03.310400E+2	-01.070000E+1	+05.300000E+0	+01.890459E-1	+04.199135E+3	0
+05.004209600E+6	+03.310500E+2	-01.060000E+1	+05.310000E+0	+01.872792E-1	+04.200207E+3	0
+05.004209600E+6	+03.310600E+2	-01.060000E+1	+05.320000E+0	+01.872792E-1	+04.201276E+3	0
+05.004209600E+6	+03.310600E+2	-01.060000E+1	+05.320000E+0	+01.872792E-1	+04.202347E+3	0
+05.004209600E+6	+03.310700E+2	-01.060000E+1	+05.330000E+0	+01.872792E-1	+04.203428E+3	0
+05.004209500E+6	+03.310700E+2	-01.070000E+1	+05.330000E+0	+01.890459E-1	+04.204495E+3	0
+05.004209500E+6	+03.310700E+2	-01.070000E+1	+05.330000E+0	+01.890459E-1	+04.205569E+3	0
+05.004209600E+6	+03.310800E+2	-01.060000E+1	+05.340000E+0	+01.872792E-1	+04.206650E+3	0
+05.004209600E+6	+03.310900E+2	-01.060000E+1	+05.350000E+0	+01.872792E-1	+04.207717E+3	0
+05.004209600E+6	+03.310900E+2	-01.060000E+1	+05.350000E+0	+01.872792E-1	+04.208799E+3	0
+05.004209600E+6	+03.311000E+2	-01.060000E+1	+05.360000E+0	+01.872792E-1	+04.209865E+3	0
+05.004209700E+6	+03.311000E+2	-01.050000E+1	+05.360000E+0	+01.855124E-1	+04.210946E+3	0
+05.004209800E+6	+03.311100E+2	-01.040000E+1	+05.370000E+0	+01.837456E-1	+04.212015E+3	0
+05.004209700E+6	+03.311000E+2	-01.050000E+1	+05.360000E+0	+01.855124E-1	+04.213090E+3	0
+05.004209800E+6	+03.311100E+2	-01.040000E+1	+05.370000E+0	+01.837456E-1	+04.214164E+3	0
+05.004209800E+6	+03.311100E+2	-01.040000E+1	+05.370000E+0	+01.837456E-1	+04.215239E+3	0
+05.004209800E+6	+03.311100E+2	-01.040000E+1	+05.370000E+0	+01.837456E-1	+04.216310E+3	0
+05.004209800E+6	+03.311100E+2	-01.040000E+1	+05.370000E+0	+01.837456E-1	+04.217387E+3	0
+05.004209800E+6	+03.311200E+2	-01.040000E+1	+05.380000E+0	+01.837456E-1	+04.218461E+3	0
+05.004209900E+6	+03.311300E+2	-01.030000E+1	+05.390000E+0	+01.819788E-1	+04.219537E+3	0
+05.004209900E+6	+03.311300E+2	-01.030000E+1	+05.390000E+0	+01.819788E-1	+04.220610E+3	0
+05.004209900E+6	+03.311300E+2	-01.030000E+1	+05.390000E+0	+01.819788E-1	+04.221687E+3	0
+05.004210000E+6	+03.311300E+2	-01.020000E+1	+05.390000E+0	+01.802120E-1	+04.222756E+3	0
+05.004210000E+6	+03.311300E+2	-01.020000E+1	+05.390000E+0	+01.802120E-1	+04.223835E+3	0
+05.004210000E+6	+03.311400E+2	-01.020000E+1	+05.400000E+0	+01.802120E-1	+04.224911E+3	0
+05.004210000E+6	+03.311400E+2	-01.020000E+1	+05.400000E+0	+01.802120E-1	+04.225983E+3	0
+05.004210000E+6	+03.311300E+2	-01.020000E+1	+05.390000E+0	+01.802120E-1	+04.227062E+3	0
+05.004210000E+6	+03.311500E+2	-01.020000E+1	+05.410000E+0	+01.802120E-1	+04.228137E+3	0
+05.004210100E+6	+03.311500E+2	-01.010000E+1	+05.410000E+0	+01.784452E-1	+04.229209E+3	0
+05.004210100E+6	+03.311500E+2	-01.010000E+1	+05.410000E+0	+01.784452E-1	+04.230274E+3	0
+05.004210100E+6	+03.311500E+2	-01.010000E+1	+05.410000E+0	+01.784452E-1	+04.231350E+3	0
+05.004210100E+6	+03.311500E+2	-01.010000E+1	+05.410000E+0	+01.784452E-1	+04.232431E+3	0
+05.004210100E+6	+03.311500E+2	-01.010000E+1	+05.410000E+0	+01.784452E-1	+04.233505E+3	0
+05.004210100E+6	+03.311600E+2	-01.010000E+1	+05.420000E+0	+01.784452E-1	+04.234568E+3	0
+05.004210200E+6	+03.311600E+2	-01.000000E+1	+05.420000E+0	+01.766784E-1	+04.235646E+3	0
+05.004210300E+6	+03.311600E+2	-09.900000E+0	+05.420000E+0	+01.749117E-1	+04.236724E+3	0
+05.004210300E+6	+03.311600E+2	-09.900000E+0	+05.420000E+0	+01.749117E-1	+04.237797E+3	0
+05.004210400E+6	+03.311600E+2	-09.800000E+0	+05.420000E+0	+01.731449E-1	+04.238866E+3	0
+05.004210400E+6	+03.311600E+2	-09.800000E+0	+05.420000E+0	+01.731449E-1	+04.239942E+3	0
+05.004210400E+6	+03.311700E+2	-09.800000E+0	+05.430000E+0	+01.731449E-1	+04.241017E+3	0
+05.004210400E+6	+03.311600E+2	-09.800000E+0	+05.420000E+0	+01.731449E-1	+04.242091E+3	0
+05.004210400E+6	+03.311700E+2	-09.800000E+0	+05.430000E+0	+01.731449E-1	+04.243160E+3	0
+05.004210600E+6	+03.311700E+2	-09.600000E+0	+05.430000E+0	+01.696113E-1	+04.244238E+3	0
+05.004210600E+6	+03.311600E+2	-09.600000E+0	+05.420000E+0	+01.696113E-1	+04.245316E+3	0
+05.004210600E+6	+03.311600E+2	-09.600000E+0	+05.420000E+0	+01.696113E-1	+04.246391E+3	0
+05.004210600E+6	+03.311600E+2	-09.600000E+0	+05.420000E+0	+01.696113E-1	+04.247463E+3	0
+05.004210600E+6	+03.311500E+2	-09.600000E+0	+05.410000E+0	+01.696113E-1	+04.248537E+3	0
+05.004210600E+6	+03.311500E+2	-09.600000E+0	+05.410000E+0	+01.696113E-1	+04.249611E+3	0
+05.004210700E+6	+03.311500E+2	-09.500000E+0	+05.410000E+0	+01.678445E-1	+04.250686E+3	0
+05.004210600E+6	+03.311500E+2	-09.600000E+0	+05.410000E+0	+01.696113E-1	+04.251763E+3	0
+05.004210800E+6	+03.311600E+2	-09.400000E+0	+05.420000E+0	+01.660777E-1	+04.252839E+3	0
+05.004210800E+6	+03.311700E+2	-09.400000E+0	+05.430000E+0	+01.660777E-1	+04.253908E+3	0
+05.004210700E+6	+03.311800E+2	-09.500000E+0	+05.440000E+0	+01.678445E-1	+04.254991E+3	0
+05.004210800E+6	+03.311900E+2	-09.400000E+0	+05.450000E+0	+01.660777E-1	+04.256068E+3	0
+05.004210700E+6	+03.311900E+2	-09.500000E+0	+05.450000E+0	+01.678445E-1	+04.257144E+3	0
+05.004210800E+6	+03.311900E+2	-09.400000E+0	+05.450000E+0	+01.660777E-1	+04.258208E+3	0
+05.004210800E+6	+03.311900E+2	-09.400000E+0	+05.450000E+0	+01.660777E-1	+04.259293E+3	0
+05.004210700E+6	+03.311800E+2	-09.500000E+0	+05.440000E+0	+01.678445E-1	+04.260363E+3	0
+05.004210800E+6	+03.311800E+2	-09.400000E+0	+05.440000E+0	+01.660777E-1	+04.261437E+3	0
+05.004210800E+6	+03.311600E+2	-09.400000E+0	+05.420000E+0	+01.660777E-1	+04.262517E+3	0
+05.004210900E+6	+03.311500E+2	-09.300000E+0	+05.410000E+0	+01.643110E-1	+04.263578E+3	0
+05.004210900E+6	+03.311300E+2	-09.300000E+0	+05.390000E+0	+01.643110E-1	+04.264656E+3	0
+05.004210900E+6	+03.311100E+2	-09.300000E+0	+05.370000E+0	+01.643110E-1	+04.265734E+3	0
+05.004210900E+6	+03.311000E+2	-09.300000E+0	+05.360000E+0	+01.643110E-1	+04.266804E+3	0
+05.004210900E+6	+03.310900E+2	-09.300000E+0	+05.350000E+0	+01.643110E-1	+04.267881E+3	0
+05.004210900E+6	+03.311000E+2	-09.300000E+0	+05.360000E+0	+01.643110E-1	+04.268958E+3	0
+05.004210900E+6	+03.311200E+2	-09.300000E+0	+05.380000E+0	+01.643110E-1	+04.270033E+3	0
+05.004210900E+6	+03.311200E+2	-09.300000E+0	+05.380000E+0	+01.643110E-1	+04.271106E+3	0
+05.004210900E+6	+03.311300E+2	-09.300000E+0	+05.390000E+0	+01.643110E-1	+04.272181E+3	0
+05.004210900E+6	+03.311400E+2	-09.300000E+0	+05.400000E+0	+01.643110E-1	+04.273253E+3	0
+05.004210900E+6	+03.311400E+2	-09.300000E+0	+05.400000E+0	+01.643110E-1	+04.274326E+3	0
+05.004210900E+6	+03.311400E+2	-09.300000E+0	+05.400000E+0	+01.643110E-1	+04.275399E+3	0
+05.004210900E+6	+03.311400E+2	-09.300000E+0	+05.400000E+0	+01.643110E-1	+04.276475E+3	0
+05.004211000E+6	+03.311400E+2	-09.200000E+0	+05.400000E+0	+01.625442E-1	+04.277551E+3	0
+05.004211000E+6	+03.311400E+2	-09.200000E+0	+05.400000E+0	+01.625442E-1	+04.278628E+3	0
+05.004211000E+6	+03.311300E+2	-09.200000E+0	+05.390000E+0	+01.625442E-1	+04.279702E+3	0
+05.004211000E+6	+03.311200E+2	-09.200000E+0	+05.380000E+0	+01.625442E-1	+04.280776E+3	0
+05.004211000E+6	+03.311200E+2	-09.200000E+0	+05.380000E+0	+01.625442E-1	+04.281839E+3	0
+05.004211000E+6	+03.311100E+2	-09.200000E+0	+05.370000E+0	+01.625442E-1	+04.282913E+3	0
+05.004211100E+6	+03.311100E+2	-09.100000E+0	+05.370000E+0	+01.607774E-1	+04.283996E+3	0
+05.004211100E+6	+03.311000E+2	-09.100000E+0	+05.360000E+0	+01.607774E-1	+04.285075E+3	0
+05.004211100E+6	+03.311000E+2	-09.100000E+0	+05.360000E+0	+01.607774E-1	+04.286150E+3	0
+05.004211100E+6	+03.310900E+2	-09.100000E+0	+05.350000E+0	+01.607774E-1	+04.287214E+3	0
+05.004211100E+6	+03.310900E+2	-09.100000E+0	+05.350000E+0	+01.607774E-1	+04.288295E+3	0
+05.004211100E+6	+03.310900E+2	-09.100000E+0	+05.350000E+0	+01.607774E-1	+04.289368E+3	0
+05.004211100E+6	+03.310900E+2	-09.100000E+0	+05.350000E+0	+01.607774E-1	+04.290442E+3	0
+05.004211100E+6	+03.310900E+2	-09.100000E+0	+05.350000E+0	+01.607774E-1	+04.291518E+3	0
+05.004211100E+6	+03.311000E+2	-09.100000E+0	+05.360000E+0	+01.607774E-1	+04.292594E+3	0
+05.004211100E+6	+03.311000E+2	-09.100000E+0	+05.360000E+0	+01.607774E-1	+04.293700E+3	0
+05.004211100E+6	+03.311100E+2	-09.100000E+0	+05.370000E+0	+01.607774E-1	+04.294748E+3	0
+05.004211100E+6	+03.311000E+2	-09.100000E+0	+05.360000E+0	+01.607774E-1	+04.295823E+3	0
+05.004211200E+6	+03.311000E+2	-09.000000E+0	+05.360000E+0	+01.590106E-1	+04.296896E+3	0
+05.004211300E+6	+03.311000E+2	-08.900000E+0	+05.360000E+0	+01.572438E-1	+04.297969E+3	0
+05.004211300E+6	+03.310900E+2	-08.900000E+0	+05.350000E+0	+01.572438E-1	+04.299037E+3	0
+05.004211300E+6	+03.310800E+2	-08.900000E+0	+05.340000E+0	+01.572438E-1	+04.300112E+3	0
+05.004211300E+6	+03.310600E+2	-08.900000E+0	+05.320000E+0	+01.572438E-1	+04.301187E+3	0
+05.004211300E+6	+03.310500E+2	-08.900000E+0	+05.310000E+0	+01.572438E-1	+04.302264E+3	0
+05.004211300E+6	+03.310400E+2	-08.900000E+0	+05.300000E+0	+01.572438E-1	+04.303338E+3	0
+05.004211300E+6	+03.310300E+2	-08.900000E+0	+05.290000E+0	+01.572438E-1	+04.304409E+3	0
+05.004211300E+6	+03.310300E+2	-08.900000E+0	+05.290000E+0	+01.572438E-1	+04.305481E+3	0
+05.004211300E+6	+03.310200E+2	-08.900000E+0	+05.280000E+0	+01.572438E-1	+04.306555E+3	0
+05.004211300E+6	+03.310100E+2	-08.900000E+0	+05.270000E+0	+01.572438E-1	+04.307629E+3	0
+05.004211300E+6	+03.310100E+2	-08.900000E+0	+05.270000E+0	+01.572438E-1	+04.308709E+3	0
+05.004211300E+6	+03.310100E+2	-08.900000E+0	+05.270000E+0	+01.572438E-1	+04.309782E+3	0
+05.004211300E+6	+03.310100E+2	-08.900000E+0	+05.270000E+0	+01.572438E-1	+04.310860E+3	0
+05.004211200E+6	+03.310200E+2	-09.000000E+0	+05.280000E+0	+01.590106E-1	+04.311924E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.312998E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.314091E+3	0
+05.004211300E+6	+03.310100E+2	-08.900000E+0	+05.270000E+0	+01.572438E-1	+04.315166E+3	0
+05.004211300E+6	+03.310200E+2	-08.900000E+0	+05.280000E+0	+01.572438E-1	+04.316230E+3	0
+05.004211200E+6	+03.310200E+2	-09.000000E+0	+05.280000E+0	+01.590106E-1	+04.317306E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.318383E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.319457E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.320534E+3	0
+05.004211100E+6	+03.310100E+2	-09.100000E+0	+05.270000E+0	+01.607774E-1	+04.321605E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.322682E+3	0
+05.004211100E+6	+03.310100E+2	-09.100000E+0	+05.270000E+0	+01.607774E-1	+04.323760E+3	0
+05.004211300E+6	+03.310100E+2	-08.900000E+0	+05.270000E+0	+01.572438E-1	+04.324839E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.325915E+3	0
+05.004211200E+6	+03.310100E+2	-09.000000E+0	+05.270000E+0	+01.590106E-1	+04.326988E+3	0
+05.004211200E+6	+03.310000E+2	-09.000000E+0	+05.260000E+0	+01.590106E-1	+04.328054E+3	0
+05.004211300E+6	+03.310000E+2	-08.900000E+0	+05.260000E+0	+01.572438E-1	+04.329137E+3	0
+05.004211200E+6	+03.309900E+2	-09.000000E+0	+05.250000E+0	+01.590106E-1	+04.330199E+3	0
+05.004211100E+6	+03.310000E+2	-09.100000E+0	+05.260000E+0	+01.607774E-1	+04.331272E+3	0
+05.004211300E+6	+03.310000E+2	-08.900000E+0	+05.260000E+0	+01.572438E-1	+04.332359E+3	0
+05.004211200E+6	+03.310000E+2	-09.000000E+0	+05.260000E+0	+01.590106E-1	+04.333434E+3	0
+05.004211100E+6	+03.310000E+2	-09.100000E+0	+05.260000E+0	+01.607774E-1	+04.334503E+3	0
+05.004211200E+6	+03.310000E+2	-09.000000E+0	+05.260000E+0	+01.590106E-1	+04.335568E+3	0
+05.004211100E+6	+03.309900E+2	-09.100000E+0	+05.250000E+0	+01.607774E-1	+04.336657E+3	0
+05.004211100E+6	+03.309900E+2	-09.100000E+0	+05.250000E+0	+01.607774E-1	+04.337724E+3	0
+05.004211100E+6	+03.309800E+2	-09.100000E+0	+05.240000E+0	+01.607774E-1	+04.338801E+3	0
+05.004211100E+6	+03.309800E+2	-09.100000E+0	+05.240000E+0	+01.607774E-1	+04.339875E+3	0
+05.004211200E+6	+03.309700E+2	-09.000000E+0	+05.230000E+0	+01.590106E-1	+04.340947E+3	0
+05.004211100E+6	+03.309800E+2	-09.100000E+0	+05.240000E+0	+01.607774E-1	+04.342023E+3	0
+05.004211100E+6	+03.309800E+2	-09.100000E+0	+05.240000E+0	+01.607774E-1	+04.343097E+3	0
+05.004211100E+6	+03.309900E+2	-09.100000E+0	+05.250000E+0	+01.607774E-1	+04.344173E+3	0
+05.004211100E+6	+03.310000E+2	-09.100000E+0	+05.260000E+0	+01.607774E-1	+04.345244E+3	0
+05.004211100E+6	+03.310000E+2	-09.100000E+0	+05.260000E+0	+01.607774E-1	+04.346324E+3	0
+05.004211100E+6	+03.310100E+2	-09.100000E+0	+05.270000E+0	+01.607774E-1	+04.347400E+3	0
+05.004211100E+6	+03.310100E+2	-09.100000E+0	+05.270000E+0	+01.607774E-1	+04.348477E+3	0
+05.004211100E+6	+03.310100E+2	-09.100000E+0	+05.270000E+0	+01.607774E-1	+04.349543E+3	0
+05.004211000E+6	+03.309900E+2	-09.200000E+0	+05.250000E+0	+01.625442E-1	+04.350617E+3	0
+05.004211100E+6	+03.309900E+2	-09.100000E+0	+05.250000E+0	+01.607774E-1	+04.351693E+3	0
+05.004211100E+6	+03.309800E+2	-09.100000E+0	+05.240000E+0	+01.607774E-1	+04.352769E+3	0
+05.004211000E+6	+03.309800E+2	-09.200000E+0	+05.240000E+0	+01.625442E-1	+04.353846E+3	0
+05.004211000E+6	+03.309700E+2	-09.200000E+0	+05.230000E+0	+01.625442E-1	+04.354919E+3	0
+05.004211000E+6	+03.309600E+2	-09.200000E+0	+05.220000E+0	+01.625442E-1	+04.355992E+3	0
+05.004211000E+6	+03.309600E+2	-09.200000E+0	+05.220000E+0	+01.625442E-1	+04.357066E+3	0
+05.004211000E+6	+03.309500E+2	-09.200000E+0	+05.210000E+0	+01.625442E-1	+04.358141E+3	0
+05.004211000E+6	+03.309400E+2	-09.200000E+0	+05.200000E+0	+01.625442E-1	+04.359218E+3	0
+05.004210900E+6	+03.309400E+2	-09.300000E+0	+05.200000E+0	+01.643110E-1	+04.360291E+3	0
+05.004210900E+6	+03.309300E+2	-09.300000E+0	+05.190000E+0	+01.643110E-1	+04.361367E+3	0
+05.004210900E+6	+03.309200E+2	-09.300000E+0	+05.180000E+0	+01.643110E-1	+04.362439E+3	0
+05.004210900E+6	+03.309100E+2	-09.300000E+0	+05.170000E+0	+01.643110E-1	+04.363506E+3	0
+05.004210900E+6	+03.309000E+2	-09.300000E+0	+05.160000E+0	+01.643110E-1	+04.364579E+3	0
+05.004210900E+6	+03.309000E+2	-09.300000E+0	+05.160000E+0	+01.643110E-1	+04.365657E+3	0
+05.004210900E+6	+03.308900E+2	-09.300000E+0	+05.150000E+0	+01.643110E-1	+04.366735E+3	0
+05.004210900E+6	+03.308800E+2	-09.300000E+0	+05.140000E+0	+01.643110E-1	+04.367804E+3	0
+05.004210900E+6	+03.308800E+2	-09.300000E+0	+05.140000E+0	+01.643110E-1	+04.368878E+3	0
+05.004210800E+6	+03.308900E+2	-09.400000E+0	+05.150000E+0	+01.660777E-1	+04.369951E+3	0
+05.004210800E+6	+03.309000E+2	-09.400000E+0	+05.160000E+0	+01.660777E-1	+04.371034E+3	0
+05.004210800E+6	+03.309100E+2	-09.400000E+0	+05.170000E+0	+01.660777E-1	+04.372109E+3	0
+05.004210800E+6	+03.309200E+2	-09.400000E+0	+05.180000E+0	+01.660777E-1	+04.373184E+3	0
+05.004210700E+6	+03.309200E+2	-09.500000E+0	+05.180000E+0	+01.678445E-1	+04.374260E+3	0
+05.004210700E+6	+03.309200E+2	-09.500000E+0	+05.180000E+0	+01.678445E-1	+04.375334E+3	0
+05.004210700E+6	+03.309200E+2	-09.500000E+0	+05.180000E+0	+01.678445E-1	+04.376399E+3	0
+05.004210700E+6	+03.309100E+2	-09.500000E+0	+05.170000E+0	+01.678445E-1	+04.377477E+3	0
+05.004210700E+6	+03.309000E+2	-09.500000E+0	+05.160000E+0	+01.678445E-1	+04.378552E+3	0
+05.004210800E+6	+03.308900E+2	-09.400000E+0	+05.150000E+0	+01.660777E-1	+04.379627E+3	0
+05.004210800E+6	+03.308800E+2	-09.400000E+0	+05.140000E+0	+01.660777E-1	+04.380704E+3	0
+05.004210600E+6	+03.308800E+2	-09.600000E+0	+05.140000E+0	+01.696113E-1	+04.381781E+3	0
+05.004210800E+6	+03.308700E+2	-09.400000E+0	+05.130000E+0	+01.660777E-1	+04.382854E+3	0
+05.004210800E+6	+03.308600E+2	-09.400000E+0	+05.120000E+0	+01.660777E-1	+04.383932E+3	0
+05.004210600E+6	+03.308600E+2	-09.600000E+0	+05.120000E+0	+01.696113E-1	+04.385008E+3	0
+05.004210700E+6	+03.308700E+2	-09.500000E+0	+05.130000E+0	+01.678445E-1	+04.386073E+3	0
+05.004210700E+6	+03.308800E+2	-09.500000E+0	+05.140000E+0	+01.678445E-1	+04.387148E+3	0
+05.004210700E+6	+03.308900E+2	-09.500000E+0	+05.150000E+0	+01.678445E-1	+04.388228E+3	0
+05.004210600E+6	+03.308900E+2	-09.600000E+0	+05.150000E+0	+01.696113E-1	+04.389305E+3	0
+05.004210600E+6	+03.308900E+2	-09.600000E+0	+05.150000E+0	+01.696113E-1	+04.390378E+3	0
+05.004210600E+6	+03.309000E+2	-09.600000E+0	+05.160000E+0	+01.696113E-1	+04.391455E+3	0
+05.004210500E+6	+03.309000E+2	-09.700000E+0	+05.160000E+0	+01.713781E-1	+04.392530E+3	0
+05.004210400E+6	+03.308900E+2	-09.800000E+0	+05.150000E+0	+01.731449E-1	+04.393601E+3	0
+05.004210400E+6	+03.309100E+2	-09.800000E+0	+05.170000E+0	+01.731449E-1	+04.394675E+3	0
