;Frequency;Resistance;Delta F;Delta R;Delta Mass;Time (s);Tag
1765;5004143.1;320.69;-660.4;258.762;11.66784;1941.283;0
1766;5004143.1;320.69;-660.4;258.762;11.66784;1942.355;0
1767;5004143.1;320.69;-660.4;258.762;11.66784;1943.423;0
1768;5004143.0;320.69;-660.5;258.762;11.66961;1944.5;0
1769;5004143.0;320.69;-660.5;258.762;11.66961;1945.575;0
1770;5004142.9;320.69;-660.6;258.762;11.67138;1946.649;0
1771;5004143.0;320.69;-660.5;258.762;11.66961;1947.727;0
1772;5004143.0;320.69;-660.5;258.762;11.66961;1948.796;0
1773;5004142.9;320.69;-660.6;258.762;11.67138;1949.87;0
1774;5004142.9;320.69;-660.6;258.762;11.67138;1950.959;0
1775;5004143.0;320.7;-660.5;258.772;11.66961;1952.027;0
1776;5004143.0;320.71;-660.5;258.782;11.66961;1953.114;0
1777;5004143.0;320.72;-660.5;258.792;11.66961;1954.179;0
1778;5004143.0;320.72;-660.5;258.792;11.66961;1955.253;0
1779;5004143.0;320.71;-660.5;258.782;11.66961;1956.329;0
1780;5004143.0;320.71;-660.5;258.782;11.66961;1957.402;0
1781;5004142.9;320.71;-660.6;258.782;11.67138;1958.473;0
1782;5004142.9;320.7;-660.6;258.772;11.67138;1959.547;0
1783;5004142.8;320.7;-660.7;258.772;11.67314;1960.622;0
1784;5004142.6;320.72;-660.9;258.792;11.67668;1961.698;0
1785;5004142.7;320.72;-660.8;258.792;11.67491;1962.778;0
1786;5004142.7;320.72;-660.8;258.792;11.67491;1963.858;0
1787;5004142.8;320.72;-660.7;258.792;11.67314;1964.929;0
1788;5004142.7;320.71;-660.8;258.782;11.67491;1966.012;0
1789;5004142.7;320.7;-660.8;258.772;11.67491;1967.084;0
1790;5004142.8;320.71;-660.7;258.782;11.67314;1968.156;0
1791;5004142.8;320.72;-660.7;258.792;11.67314;1969.23;0
1792;5004142.9;320.71;-660.6;258.782;11.67138;1970.303;0
1793;5004142.9;320.71;-660.6;258.782;11.67138;1971.378;0
1794;5004142.9;320.71;-660.6;258.782;11.67138;1972.442;0
1795;5004142.9;320.71;-660.6;258.782;11.67138;1973.526;0
1796;5004143.0;320.7;-660.5;258.772;11.66961;1974.598;0
1797;5004143.0;320.71;-660.5;258.782;11.66961;1975.669;0
1798;5004143.0;320.7;-660.5;258.772;11.66961;1976.744;0
1799;5004143.1;320.7;-660.4;258.772;11.66784;1977.823;0
1800;5004143.1;320.7;-660.4;258.772;11.66784;1978.892;0
1801;5004143.3;320.7;-660.2;258.772;11.66431;1979.967;0
1802;5004143.3;320.7;-660.2;258.772;11.66431;1981.042;0
1803;5004143.3;320.7;-660.2;258.772;11.66431;1982.112;0
1804;5004143.3;320.7;-660.2;258.772;11.66431;1983.188;0
1805;5004143.3;320.7;-660.2;258.772;11.66431;1984.262;0
1806;5004143.3;320.69;-660.2;258.762;11.66431;1985.336;0
1807;5004143.3;320.69;-660.2;258.762;11.66431;1986.41;0
1808;5004143.3;320.68;-660.2;258.752;11.66431;1987.495;0
1809;5004143.2;320.69;-660.3;258.762;11.66608;1988.571;0
1810;5004143.3;320.69;-660.2;258.762;11.66431;1989.643;0
1811;5004143.1;320.69;-660.4;258.762;11.66784;1990.712;0
1812;5004143.1;320.7;-660.4;258.772;11.66784;1991.78;0
1813;5004143.1;320.71;-660.4;258.782;11.66784;1992.857;0
1814;5004143.1;320.7;-660.4;258.772;11.66784;1993.931;0
1815;5004143.0;320.7;-660.5;258.772;11.66961;1995.004;0
1816;5004143.0;320.7;-660.5;258.772;11.66961;1996.084;0
1817;5004143.1;320.71;-660.4;258.782;11.66784;1997.164;0
1818;5004143.1;320.7;-660.4;258.772;11.66784;1998.233;0
1819;5004143.0;320.7;-660.5;258.772;11.66961;1999.304;0
1820;5004143.1;320.7;-660.4;258.772;11.66784;2000.389;0
1821;5004143.1;320.7;-660.4;258.772;11.66784;2001.459;0
1822;5004143.1;320.7;-660.4;258.772;11.66784;2002.537;0
1823;5004143.3;320.7;-660.2;258.772;11.66431;2003.611;0
1824;5004143.3;320.7;-660.2;258.772;11.66431;2004.686;0
1825;5004143.3;320.71;-660.2;258.782;11.66431;2005.762;0
1826;5004143.4;320.71;-660.1;258.782;11.66254;2006.839;0
1827;5004143.4;320.71;-660.1;258.782;11.66254;2007.918;0
1828;5004143.4;320.7;-660.1;258.772;11.66254;2008.991;0
1829;5004143.5;320.7;-660.0;258.772;11.66078;2010.056;0
1830;5004143.6;320.69;-659.9;258.762;11.65901;2011.13;0
1831;5004143.6;320.69;-659.9;258.762;11.65901;2012.216;0
1832;5004143.6;320.7;-659.9;258.772;11.65901;2013.278;0
1833;5004143.7;320.7;-659.8;258.772;11.65724;2014.354;0
1834;5004143.6;320.69;-659.9;258.762;11.65901;2015.426;0
1835;5004143.6;320.69;-659.9;258.762;11.65901;2016.501;0
1836;5004143.6;320.69;-659.9;258.762;11.65901;2017.579;0
1837;5004143.6;320.69;-659.9;258.762;11.65901;2018.648;0
1838;5004143.7;320.68;-659.8;258.752;11.65724;2019.733;0
1839;5004143.6;320.69;-659.9;258.762;11.65901;2020.802;0
1840;5004143.7;320.69;-659.8;258.762;11.65724;2021.881;0
1841;5004143.7;320.69;-659.8;258.762;11.65724;2022.945;0
1842;5004143.8;320.68;-659.7;258.752;11.65548;2024.016;0
1843;5004143.8;320.68;-659.7;258.752;11.65548;2025.093;0
1844;5004143.8;320.68;-659.7;258.752;11.65548;2026.168;0
1845;5004143.8;320.69;-659.7;258.762;11.65548;2027.242;0
1846;5004143.8;320.69;-659.7;258.762;11.65548;2028.325;0
1847;5004143.9;320.69;-659.6;258.762;11.65371;2029.398;0
1848;5004143.9;320.69;-659.6;258.762;11.65371;2030.473;0
1849;5004144.0;320.69;-659.5;258.762;11.65194;2031.545;0
1850;5004144.0;320.7;-659.5;258.772;11.65194;2032.621;0
1851;5004144.0;320.69;-659.5;258.762;11.65194;2033.698;0
1852;5004144.0;320.69;-659.5;258.762;11.65194;2034.772;0
1853;5004144.1;320.68;-659.4;258.752;11.65018;2035.844;0
1854;5004144.1;320.68;-659.4;258.752;11.65018;2036.919;0
1855;5004144.3;320.68;-659.2;258.752;11.64664;2037.987;0
1856;5004144.4;320.69;-659.1;258.762;11.64488;2039.074;0
1857;5004144.4;320.69;-659.1;258.762;11.64488;2040.136;0
1858;5004144.5;320.68;-659.0;258.752;11.64311;2041.211;0
1859;5004144.6;320.68;-658.9;258.752;11.64134;2042.285;0
1860;5004144.8;320.71;-658.7;258.782;11.63781;2043.364;0
1861;5004144.8;320.71;-658.7;258.782;11.63781;2044.438;0
1862;5004144.9;320.69;-658.6;258.762;11.63604;2045.516;0
1863;5004144.9;320.67;-658.6;258.742;11.63604;2046.59;0
1864;5004145.1;320.66;-658.4;258.732;11.63251;2047.663;0
1865;5004145.2;320.68;-658.3;258.752;11.63074;2048.738;0
1866;5004145.3;320.68;-658.2;258.752;11.62898;2049.811;0
1867;5004145.3;320.7;-658.2;258.772;11.62898;2050.887;0
1868;5004145.4;320.7;-658.1;258.772;11.62721;2051.962;0
1869;5004145.4;320.7;-658.1;258.772;11.62721;2053.041;0
1870;5004145.5;320.69;-658.0;258.762;11.62544;2054.117;0
1871;5004145.5;320.69;-658.0;258.762;11.62544;2055.178;0
1872;5004145.6;320.69;-657.9;258.762;11.62367;2056.253;0
1873;5004145.6;320.69;-657.9;258.762;11.62367;2057.337;0
1874;5004145.6;320.69;-657.9;258.762;11.62367;2058.406;0
1875;5004145.8;320.69;-657.7;258.762;11.62014;2059.481;0
1876;5004145.8;320.7;-657.7;258.772;11.62014;2060.557;0
1877;5004145.9;320.7;-657.6;258.772;11.61837;2061.635;0
1878;5004145.9;320.7;-657.6;258.772;11.61837;2062.711;0
1879;5004146.0;320.69;-657.5;258.762;11.61661;2063.776;0
1880;5004146.0;320.69;-657.5;258.762;11.61661;2064.862;0
1881;5004146.0;320.69;-657.5;258.762;11.61661;2065.927;0
1882;5004146.1;320.69;-657.4;258.762;11.61484;2067.008;0
1883;5004146.1;320.7;-657.4;258.772;11.61484;2068.086;0
1884;5004146.1;320.69;-657.4;258.762;11.61484;2069.15;0
1885;5004146.3;320.69;-657.2;258.762;11.61131;2070.228;0
1886;5004146.3;320.69;-657.2;258.762;11.61131;2071.3;0
1887;5004146.2;320.68;-657.3;258.752;11.61307;2072.376;0
1888;5004146.2;320.68;-657.3;258.752;11.61307;2073.45;0
1889;5004146.3;320.67;-657.2;258.742;11.61131;2074.534;0
1890;5004146.3;320.68;-657.2;258.752;11.61131;2075.604;0
1891;5004146.3;320.68;-657.2;258.752;11.61131;2076.677;0
1892;5004146.3;320.67;-657.2;258.742;11.61131;2077.753;0
1893;5004146.3;320.67;-657.2;258.742;11.61131;2078.828;0
1894;5004146.3;320.67;-657.2;258.742;11.61131;2079.896;0
1895;5004146.3;320.67;-657.2;258.742;11.61131;2080.984;0
1896;5004146.3;320.67;-657.2;258.742;11.61131;2082.058;0
1897;5004146.4;320.68;-657.1;258.752;11.60954;2083.129;0
1898;5004146.4;320.68;-657.1;258.752;11.60954;2084.205;0
1899;5004146.4;320.67;-657.1;258.742;11.60954;2085.276;0
1900;5004146.4;320.67;-657.1;258.742;11.60954;2086.348;0
1901;5004146.4;320.66;-657.1;258.732;11.60954;2087.424;0
1902;5004146.4;320.66;-657.1;258.732;11.60954;2088.499;0
1903;5004146.5;320.66;-657.0;258.732;11.60777;2089.574;0
1904;5004146.6;320.66;-656.9;258.732;11.60601;2090.651;0
1905;5004146.7;320.66;-656.8;258.732;11.60424;2091.726;0
1906;5004146.8;320.67;-656.7;258.742;11.60247;2092.792;0
1907;5004146.8;320.67;-656.7;258.742;11.60247;2093.865;0
1908;5004146.8;320.67;-656.7;258.742;11.60247;2094.941;0
1909;5004146.9;320.67;-656.6;258.742;11.60071;2096.012;0
1910;5004146.9;320.68;-656.6;258.752;11.60071;2097.086;0
1911;5004146.9;320.68;-656.6;258.752;11.60071;2098.165;0
1912;5004147.0;320.69;-656.5;258.762;11.59894;2099.241;0
1913;5004147.0;320.68;-656.5;258.752;11.59894;2100.321;0
1914;5004147.0;320.68;-656.5;258.752;11.59894;2101.397;0
1915;5004147.0;320.68;-656.5;258.752;11.59894;2102.471;0
1916;5004147.1;320.67;-656.4;258.742;11.59717;2103.542;0
1917;5004147.1;320.67;-656.4;258.742;11.59717;2104.619;0
1918;5004147.2;320.67;-656.3;258.742;11.59541;2105.691;0
1919;5004147.3;320.67;-656.2;258.742;11.59364;2106.764;0
1920;5004147.3;320.68;-656.2;258.752;11.59364;2107.838;0
1921;5004147.4;320.68;-656.1;258.752;11.59187;2108.918;0
1922;5004147.4;320.67;-656.1;258.742;11.59187;2109.986;0
1923;5004147.4;320.67;-656.1;258.742;11.59187;2111.06;0
1924;5004147.4;320.68;-656.1;258.752;11.59187;2112.134;0
1925;5004147.4;320.67;-656.1;258.742;11.59187;2113.205;0
1926;5004147.4;320.67;-656.1;258.742;11.59187;2114.285;0
1927;5004147.4;320.67;-656.1;258.742;11.59187;2115.359;0
1928;5004147.4;320.67;-656.1;258.742;11.59187;2116.428;0
1929;5004147.4;320.67;-656.1;258.742;11.59187;2117.501;0
1930;5004147.4;320.66;-656.1;258.732;11.59187;2118.577;0
1931;5004147.4;320.66;-656.1;258.732;11.59187;2119.656;0
1932;5004147.4;320.67;-656.1;258.742;11.59187;2120.733;0
1933;5004147.4;320.67;-656.1;258.742;11.59187;2121.81;0
1934;5004147.4;320.67;-656.1;258.742;11.59187;2122.881;0
1935;5004147.4;320.67;-656.1;258.742;11.59187;2123.965;0
1936;5004147.4;320.67;-656.1;258.742;11.59187;2125.032;0
1937;5004147.4;320.66;-656.1;258.732;11.59187;2126.113;0
1938;5004147.4;320.66;-656.1;258.732;11.59187;2127.186;0
1939;5004147.4;320.66;-656.1;258.732;11.59187;2128.262;0
1940;5004147.0;320.64;-656.5;258.712;11.59894;2129.324;0
1941;5004146.3;320.63;-657.2;258.702;11.61131;2130.397;0
1942;5004146.4;320.63;-657.1;258.702;11.60954;2131.473;0
1943;5004146.4;320.63;-657.1;258.702;11.60954;2132.552;0
1944;5004146.5;320.62;-657.0;258.692;11.60777;2133.626;0
1945;5004146.6;320.63;-656.9;258.702;11.60601;2134.698;0
1946;5004146.6;320.63;-656.9;258.702;11.60601;2135.771;0
1947;5004146.7;320.63;-656.8;258.702;11.60424;2136.856;0
1948;5004146.8;320.63;-656.7;258.702;11.60247;2137.932;0
1949;5004146.8;320.63;-656.7;258.702;11.60247;2139.009;0
1950;5004146.9;320.63;-656.6;258.702;11.60071;2140.084;0
1951;5004146.9;320.62;-656.6;258.692;11.60071;2141.149;0
1952;5004146.9;320.63;-656.6;258.702;11.60071;2142.224;0
1953;5004146.9;320.62;-656.6;258.692;11.60071;2143.308;0
1954;5004147.0;320.62;-656.5;258.692;11.59894;2144.382;0
1955;5004147.0;320.61;-656.5;258.682;11.59894;2145.449;0
1956;5004147.0;320.61;-656.5;258.682;11.59894;2146.527;0
1957;5004147.0;320.61;-656.5;258.682;11.59894;2147.602;0
1958;5004147.0;320.61;-656.5;258.682;11.59894;2148.674;0
1959;5004147.0;320.6;-656.5;258.672;11.59894;2149.756;0
1960;5004147.0;320.6;-656.5;258.672;11.59894;2150.821;0
1961;5004147.0;320.59;-656.5;258.662;11.59894;2151.896;0
1962;5004147.1;320.6;-656.4;258.672;11.59717;2152.98;0
1963;5004147.1;320.6;-656.4;258.672;11.59717;2154.048;0
1964;5004147.1;320.62;-656.4;258.692;11.59717;2155.122;0
1965;5004147.2;320.61;-656.3;258.682;11.59541;2156.202;0
1966;5004147.2;320.6;-656.3;258.672;11.59541;2157.275;0
1967;5004147.2;320.61;-656.3;258.682;11.59541;2158.356;0
1968;5004147.3;320.62;-656.2;258.692;11.59364;2159.428;0
1969;5004147.2;320.62;-656.3;258.692;11.59541;2160.504;0
1970;5004147.2;320.62;-656.3;258.692;11.59541;2161.573;0
1971;5004147.2;320.61;-656.3;258.682;11.59541;2162.649;0
1972;5004147.3;320.61;-656.2;258.682;11.59364;2163.723;0
1973;5004147.3;320.6;-656.2;258.672;11.59364;2164.797;0
1974;5004147.3;320.62;-656.2;258.692;11.59364;2165.88;0
1975;5004147.3;320.62;-656.2;258.692;11.59364;2166.959;0
1976;5004147.4;320.62;-656.1;258.692;11.59187;2168.032;0
1977;5004147.3;320.62;-656.2;258.692;11.59364;2169.094;0
1978;5004147.4;320.63;-656.1;258.702;11.59187;2170.17;0
1979;5004147.4;320.62;-656.1;258.692;11.59187;2171.253;0
1980;5004147.3;320.63;-656.2;258.702;11.59364;2172.319;0
1981;5004147.3;320.63;-656.2;258.702;11.59364;2173.401;0
1982;5004147.3;320.63;-656.2;258.702;11.59364;2174.473;0
1983;5004147.2;320.62;-656.3;258.692;11.59541;2175.549;0
1984;5004147.3;320.63;-656.2;258.702;11.59364;2176.614;0
1985;5004147.2;320.63;-656.3;258.702;11.59541;2177.694;0
1986;5004147.2;320.62;-656.3;258.692;11.59541;2178.772;0
1987;5004147.2;320.62;-656.3;258.692;11.59541;2179.846;0
1988;5004147.1;320.62;-656.4;258.692;11.59717;2180.92;0
1989;5004147.2;320.62;-656.3;258.692;11.59541;2181.989;0
1990;5004147.2;320.62;-656.3;258.692;11.59541;2183.068;0
1991;5004147.2;320.63;-656.3;258.702;11.59541;2184.14;0
1992;5004147.3;320.63;-656.2;258.702;11.59364;2185.213;0
1993;5004147.3;320.63;-656.2;258.702;11.59364;2186.286;0
1994;5004147.4;320.62;-656.1;258.692;11.59187;2187.357;0
1995;5004147.4;320.62;-656.1;258.692;11.59187;2188.436;0
1996;5004147.4;320.62;-656.1;258.692;11.59187;2189.512;0
1997;5004147.5;320.62;-656.0;258.692;11.59011;2190.587;0
1998;5004147.5;320.63;-656.0;258.702;11.59011;2191.661;0
1999;5004147.5;320.63;-656.0;258.702;11.59011;2192.736;0
2000;5004147.5;320.63;-656.0;258.702;11.59011;2193.813;0
2001;5004147.5;320.64;-656.0;258.712;11.59011;2194.887;0
2002;5004147.6;320.62;-655.9;258.692;11.58834;2195.962;0
2003;5004147.5;320.63;-656.0;258.702;11.59011;2197.027;0
2004;5004147.5;320.62;-656.0;258.692;11.59011;2198.1;0
2005;5004147.5;320.61;-656.0;258.682;11.59011;2199.179;0
2006;5004147.6;320.61;-655.9;258.682;11.58834;2200.252;0
2007;5004147.5;320.61;-656.0;258.682;11.59011;2201.329;0
2008;5004147.6;320.62;-655.9;258.692;11.58834;2202.402;0
2009;5004147.7;320.62;-655.8;258.692;11.58657;2203.471;0
2010;5004147.7;320.62;-655.8;258.692;11.58657;2204.544;0
2011;5004147.8;320.61;-655.7;258.682;11.58481;2205.623;0
2012;5004147.8;320.61;-655.7;258.682;11.58481;2206.696;0
2013;5004147.9;320.62;-655.6;258.692;11.58304;2207.77;0
2014;5004147.9;320.61;-655.6;258.682;11.58304;2208.848;0
2015;5004147.9;320.6;-655.6;258.672;11.58304;2209.927;0
2016;5004148.0;320.6;-655.5;258.672;11.58127;2210.998;0
2017;5004148.1;320.63;-655.4;258.702;11.57951;2212.07;0
2018;5004148.1;320.62;-655.4;258.692;11.57951;2213.146;0
2019;5004148.1;320.62;-655.4;258.692;11.57951;2214.212;0
2020;5004148.1;320.61;-655.4;258.682;11.57951;2215.284;0
2021;5004148.1;320.61;-655.4;258.682;11.57951;2216.355;0
2022;5004148.2;320.6;-655.3;258.672;11.57774;2217.432;0
2023;5004148.2;320.6;-655.3;258.672;11.57774;2218.508;0
2024;5004148.3;320.6;-655.2;258.672;11.57597;2219.583;0
2025;5004148.3;320.59;-655.2;258.662;11.57597;2220.657;0
2026;5004148.3;320.59;-655.2;258.662;11.57597;2221.735;0
2027;5004148.4;320.6;-655.1;258.672;11.5742;2222.811;0
2028;5004148.4;320.59;-655.1;258.662;11.5742;2223.883;0
2029;5004148.4;320.58;-655.1;258.652;11.5742;2224.959;0
2030;5004148.4;320.59;-655.1;258.662;11.5742;2226.027;0
2031;5004148.4;320.59;-655.1;258.662;11.5742;2227.1;0
2032;5004148.3;320.59;-655.2;258.662;11.57597;2228.177;0
2033;5004148.2;320.59;-655.3;258.662;11.57774;2229.242;0
2034;5004148.3;320.58;-655.2;258.652;11.57597;2230.316;0
2035;5004148.3;320.58;-655.2;258.652;11.57597;2231.391;0
2036;5004148.2;320.59;-655.3;258.662;11.57774;2232.465;0
2037;5004148.2;320.59;-655.3;258.662;11.57774;2233.551;0
2038;5004148.3;320.59;-655.2;258.662;11.57597;2234.618;0
2039;5004148.1;320.6;-655.4;258.672;11.57951;2235.689;0
2040;5004148.1;320.59;-655.4;258.662;11.57951;2236.767;0
2041;5004148.1;320.59;-655.4;258.662;11.57951;2237.845;0
2042;5004148.1;320.58;-655.4;258.652;11.57951;2238.918;0
2043;5004148.1;320.59;-655.4;258.662;11.57951;2239.996;0
2044;5004148.1;320.6;-655.4;258.672;11.57951;2241.071;0
2045;5004148.1;320.6;-655.4;258.672;11.57951;2242.136;0
2046;5004148.2;320.6;-655.3;258.672;11.57774;2243.22;0
2047;5004148.2;320.59;-655.3;258.662;11.57774;2244.295;0
2048;5004148.2;320.59;-655.3;258.662;11.57774;2245.363;0
2049;5004148.3;320.6;-655.2;258.672;11.57597;2246.444;0
2050;5004148.2;320.61;-655.3;258.682;11.57774;2247.518;0
2051;5004148.3;320.62;-655.2;258.692;11.57597;2248.594;0
2052;5004148.3;320.61;-655.2;258.682;11.57597;2249.664;0
2053;5004148.3;320.61;-655.2;258.682;11.57597;2250.737;0
2054;5004148.3;320.61;-655.2;258.682;11.57597;2251.808;0
2055;5004148.4;320.6;-655.1;258.672;11.5742;2252.896;0
2056;5004148.3;320.59;-655.2;258.662;11.57597;2253.962;0
2057;5004148.3;320.59;-655.2;258.662;11.57597;2255.039;0
2058;5004148.3;320.59;-655.2;258.662;11.57597;2256.117;0
2059;5004148.3;320.6;-655.2;258.672;11.57597;2257.191;0
2060;5004148.3;320.6;-655.2;258.672;11.57597;2258.269;0
2061;5004148.3;320.59;-655.2;258.662;11.57597;2259.336;0
2062;5004148.3;320.59;-655.2;258.662;11.57597;2260.408;0
2063;5004148.3;320.59;-655.2;258.662;11.57597;2261.483;0
2064;5004148.3;320.59;-655.2;258.662;11.57597;2262.561;0
2065;5004148.4;320.59;-655.1;258.662;11.5742;2263.638;0
2066;5004148.4;320.59;-655.1;258.662;11.5742;2264.712;0
2067;5004148.4;320.6;-655.1;258.672;11.5742;2265.785;0
2068;5004148.6;320.6;-654.9;258.672;11.57067;2266.858;0
2069;5004148.5;320.61;-655.0;258.682;11.57244;2267.935;0
2070;5004148.5;320.6;-655.0;258.672;11.57244;2269.008;0
2071;5004148.6;320.6;-654.9;258.672;11.57067;2270.084;0
2072;5004148.6;320.6;-654.9;258.672;11.57067;2271.158;0
2073;5004148.5;320.59;-655.0;258.662;11.57244;2272.232;0
2074;5004148.6;320.59;-654.9;258.662;11.57067;2273.306;0
2075;5004148.5;320.6;-655.0;258.672;11.57244;2274.368;0
2076;5004148.5;320.59;-655.0;258.662;11.57244;2275.446;0
2077;5004148.5;320.59;-655.0;258.662;11.57244;2276.532;0
2078;5004148.5;320.59;-655.0;258.662;11.57244;2277.609;0
2079;5004148.4;320.59;-655.1;258.662;11.5742;2278.674;0
2080;5004148.5;320.59;-655.0;258.662;11.57244;2279.75;0
2081;5004148.4;320.6;-655.1;258.672;11.5742;2280.829;0
2082;5004148.5;320.59;-655.0;258.662;11.57244;2281.893;0
2083;5004148.6;320.59;-654.9;258.662;11.57067;2282.974;0
2084;5004148.6;320.59;-654.9;258.662;11.57067;2284.045;0
2085;5004148.5;320.59;-655.0;258.662;11.57244;2285.117;0
2086;5004148.6;320.59;-654.9;258.662;11.57067;2286.195;0
2087;5004148.6;320.6;-654.9;258.672;11.57067;2287.271;0
2088;5004148.7;320.59;-654.8;258.662;11.5689;2288.345;0
2089;5004148.6;320.6;-654.9;258.672;11.57067;2289.422;0
2090;5004148.6;320.6;-654.9;258.672;11.57067;2290.499;0
2091;5004148.7;320.6;-654.8;258.672;11.5689;2291.567;0
2092;5004148.7;320.6;-654.8;258.672;11.5689;2292.643;0
2093;5004148.7;320.6;-654.8;258.672;11.5689;2293.71;0
2094;5004148.7;320.59;-654.8;258.662;11.5689;2294.797;0
2095;5004148.8;320.59;-654.7;258.662;11.56714;2295.869;0
2096;5004148.8;320.6;-654.7;258.672;11.56714;2296.947;0
2097;5004148.8;320.6;-654.7;258.672;11.56714;2298.019;0
2098;5004148.8;320.6;-654.7;258.672;11.56714;2299.095;0
2099;5004148.9;320.61;-654.6;258.682;11.56537;2300.17;0
2100;5004148.9;320.61;-654.6;258.682;11.56537;2301.242;0
2101;5004148.8;320.6;-654.7;258.672;11.56714;2302.304;0
2102;5004148.9;320.6;-654.6;258.672;11.56537;2303.382;0
2103;5004148.9;320.6;-654.6;258.672;11.56537;2304.458;0
2104;5004148.9;320.6;-654.6;258.672;11.56537;2305.533;0
2105;5004148.9;320.61;-654.6;258.682;11.56537;2306.608;0
2106;5004149.0;320.6;-654.5;258.672;11.5636;2307.689;0
2107;5004149.0;320.61;-654.5;258.682;11.5636;2308.765;0
2108;5004149.0;320.61;-654.5;258.682;11.5636;2309.832;0
2109;5004149.1;320.6;-654.4;258.672;11.56184;2310.908;0
2110;5004149.1;320.6;-654.4;258.672;11.56184;2311.986;0
2111;5004149.1;320.6;-654.4;258.672;11.56184;2313.051;0
2112;5004149.3;320.6;-654.2;258.672;11.5583;2314.128;0
2113;5004149.3;320.6;-654.2;258.672;11.5583;2315.203;0
2114;5004149.3;320.6;-654.2;258.672;11.5583;2316.279;0
2115;5004149.3;320.6;-654.2;258.672;11.5583;2317.353;0
2116;5004149.3;320.6;-654.2;258.672;11.5583;2318.424;0
2117;5004149.3;320.59;-654.2;258.662;11.5583;2319.499;0
2118;5004149.4;320.6;-654.1;258.672;11.55654;2320.571;0
2119;5004149.4;320.58;-654.1;258.652;11.55654;2321.657;0
2120;5004149.5;320.59;-654.0;258.662;11.55477;2322.721;0
2121;5004149.6;320.59;-653.9;258.662;11.553;2323.806;0
2122;5004149.6;320.58;-653.9;258.652;11.553;2324.872;0
2123;5004149.6;320.58;-653.9;258.652;11.553;2325.959;0
2124;5004149.5;320.58;-654.0;258.652;11.55477;2327.032;0
2125;5004149.5;320.57;-654.0;258.642;11.55477;2328.095;0
2126;5004149.5;320.56;-654.0;258.632;11.55477;2329.173;0
2127;5004149.5;320.56;-654.0;258.632;11.55477;2330.252;0
2128;5004149.5;320.55;-654.0;258.622;11.55477;2331.332;0
2129;5004149.5;320.55;-654.0;258.622;11.55477;2332.397;0
2130;5004149.6;320.54;-653.9;258.612;11.553;2333.474;0
2131;5004149.6;320.54;-653.9;258.612;11.553;2334.547;0
2132;5004149.5;320.53;-654.0;258.602;11.55477;2335.622;0
2133;5004149.5;320.53;-654.0;258.602;11.55477;2336.698;0
2134;5004149.5;320.53;-654.0;258.602;11.55477;2337.77;0
2135;5004149.5;320.53;-654.0;258.602;11.55477;2338.845;0
2136;5004149.5;320.52;-654.0;258.592;11.55477;2339.919;0
2137;5004149.4;320.51;-654.1;258.582;11.55654;2340.998;0
2138;5004149.4;320.51;-654.1;258.582;11.55654;2342.081;0
2139;5004149.4;320.51;-654.1;258.582;11.55654;2343.154;0
2140;5004149.3;320.51;-654.2;258.582;11.5583;2344.217;0
2141;5004149.3;320.51;-654.2;258.582;11.5583;2345.291;0
2142;5004149.3;320.5;-654.2;258.572;11.5583;2346.365;0
2143;5004149.3;320.51;-654.2;258.582;11.5583;2347.448;0
2144;5004149.3;320.49;-654.2;258.562;11.5583;2348.524;0
2145;5004149.3;320.49;-654.2;258.562;11.5583;2349.587;0
2146;5004149.3;320.49;-654.2;258.562;11.5583;2350.664;0
2147;5004149.3;320.48;-654.2;258.552;11.5583;2351.74;0
2148;5004149.3;320.49;-654.2;258.562;11.5583;2352.817;0
2149;5004149.3;320.49;-654.2;258.562;11.5583;2353.896;0
2150;5004149.3;320.49;-654.2;258.562;11.5583;2354.972;0
2151;5004149.3;320.49;-654.2;258.562;11.5583;2356.046;0
2152;5004149.3;320.48;-654.2;258.552;11.5583;2357.123;0
2153;5004149.4;320.48;-654.1;258.552;11.55654;2358.185;0
2154;5004149.3;320.48;-654.2;258.552;11.5583;2359.264;0
2155;5004149.3;320.48;-654.2;258.552;11.5583;2360.343;0
2156;5004149.4;320.49;-654.1;258.562;11.55654;2361.407;0
2157;5004149.4;320.49;-654.1;258.562;11.55654;2362.48;0
2158;5004149.4;320.49;-654.1;258.562;11.55654;2363.57;0
2159;5004149.4;320.48;-654.1;258.552;11.55654;2364.635;0
2160;5004149.4;320.49;-654.1;258.562;11.55654;2365.71;0
2161;5004149.4;320.49;-654.1;258.562;11.55654;2366.788;0
2162;5004149.3;320.48;-654.2;258.552;11.5583;2367.854;0
2163;5004149.3;320.49;-654.2;258.562;11.5583;2368.931;0
2164;5004149.3;320.48;-654.2;258.552;11.5583;2370.016;0
2165;5004149.3;320.5;-654.2;258.572;11.5583;2371.091;0
2166;5004149.2;320.5;-654.3;258.572;11.56007;2372.167;0
2167;5004149.2;320.49;-654.3;258.562;11.56007;2373.236;0
2168;5004149.3;320.5;-654.2;258.572;11.5583;2374.312;0
2169;5004149.1;320.49;-654.4;258.562;11.56184;2375.389;0
2170;5004149.1;320.5;-654.4;258.572;11.56184;2376.465;0
2171;5004149.1;320.5;-654.4;258.572;11.56184;2377.54;0
2172;5004149.0;320.5;-654.5;258.572;11.5636;2378.608;0
2173;5004149.1;320.49;-654.4;258.562;11.56184;2379.684;0
2174;5004149.1;320.5;-654.4;258.572;11.56184;2380.76;0
